SortOrder,CruiseID,StationNum,StationNme,DBOregion,Latitude,Longitude,DataDate,DataYear,ChirkNum,gc_Polychaeta,gc_Bivalvia,gc_Crustacea,gc_Sipuncula,gc_Ophiuroidea,gc_Echinoidea,gc_Anthozoa,gc_Ascidiacea,gc_Nemertea,gc_Others,TotGC,DomTaxGCfm,ww_Polychaeta,ww_Bivalvia,ww_Crustacea,ww_Sipuncula,ww_Ophiuroidea,ww_Echinoidea,ww_Anthozoa,ww_Ascidiacea,ww_Nemertea,ww_Others,ww_TotWW,DomTaxWW,abd_Polychaeta,abd_Bivalvia,abd_Crustacea,abd_Sipuncula,abd_Ophiuroidea,abd_Echinoidea,abd_Anthozoa,abd_Ascidiacea,abd_Nemertea,abd_Others,TotAbd,DomTaxAbd
673,HX171,82,VNG1,,62.020,-175.048,19930630,1993,82,1.07,13.79,0.09,1.54,0.83,0.00,0.25,0.00,0.00,0.07,17.63,Bivalvia,15.03,536.07,1.17,34.28,59.37,0.00,4.15,0.00,0.00,1.45,651.51,Bivalvia,135,748,115,5,30,0,3,0,0,10,1045,Bivalvia
674,HX171,83,VNG3,,62.566,-173.832,19930630,1993,83,1.45,14.45,0.45,0.00,0.11,0.00,0.00,0.00,1.12,0.05,17.62,Bivalvia,25.33,466.12,5.20,0.00,7.60,0.00,0.00,0.00,12.06,1.01,517.32,Bivalvia,273,1073,355,0,13,0,0,0,5,20,1738,Bivalvia
675,HX171,84,VNG5,,62.982,-172.999,19930630,1993,84,0.45,34.83,0.39,0.00,0.00,0.00,0.00,0.00,1.82,0.11,37.60,Bivalvia,8.34,1180.42,4.61,0.00,0.02,0.00,0.00,0.00,19.55,2.48,1215.42,Bivalvia,138,3758,310,0,0,0,0,0,10,85,4300,Bivalvia
676,HX171,9,DLN9,,60.501,-179.132,19930612,1993,9,0.59,1.20,0.65,0.00,0.07,0.00,0.00,0.00,0.03,0.28,2.81,Bivalvia,7.83,34.63,8.15,0.00,4.97,0.00,0.00,0.00,0.29,12.80,68.67,Bivalvia,138,160,275,0,5,0,0,0,3,40,620,Crustacea
677,HX177,101,UTN5=SEC1,3,62.999,-170.249,19940606,1994,101,0.54,1.16,1.10,0.02,0.00,0.00,0.00,0.00,0.00,0.13,2.95,Bivalvia,8.11,33.94,15.52,0.42,0.04,0.00,0.00,0.00,0.03,6.34,64.39,Bivalvia,238,185,568,10,0,0,0,0,0,8,1008,Crustacea
678,HX177,102,SECX,,62.851,-169.596,19940606,1994,102,1.51,5.45,8.52,0.00,0.02,0.00,0.34,0.00,0.18,0.18,16.19,Crustacea,21.34,226.78,122.29,0.02,1.12,0.01,5.59,0.00,1.88,8.24,387.26,Bivalvia,408,695,5575,8,0,3,8,0,5,8,6708,Crustacea
679,HX177,103,SEC2,3,62.617,-170.947,19940606,1994,103,0.50,2.66,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,3.24,Bivalvia,7.11,91.84,0.85,0.00,0.29,0.00,0.00,0.00,0.12,0.03,100.23,Bivalvia,178,1593,400,0,0,0,0,0,3,5,2178,Bivalvia
680,HX177,106,SIL9,,60.133,-176.618,19940607,1994,106,4.21,1.88,0.01,0.00,0.10,0.00,0.00,0.00,0.59,0.03,6.82,Polychaeta,60.17,42.02,0.14,0.00,7.25,0.00,0.00,0.00,6.31,0.75,116.64,Polychaeta,178,158,43,0,8,0,0,0,3,33,420,Polychaeta
681,HX177,107/108,SWC10,,59.685,-178.502,19940607,1994,107,0.28,0.31,0.00,0.00,0.24,0.02,0.00,0.00,0.06,0.04,0.96,Bivalvia,3.84,9.36,0.00,0.00,16.89,2.65,0.00,0.00,0.68,1.55,34.95,Ophiuroidea,30,145,0,0,33,3,0,0,0,15,225,Bivalvia
682,HX177,12,BSS1,,57.599,-174.176,19940509,1994,12,0.05,0.00,0.00,0.00,0.04,0.09,0.00,0.00,0.00,0.21,0.39,Others,0.71,0.14,0.00,0.00,2.92,11.52,0.04,0.00,0.00,9.87,25.19,Echinoidea,35,90,0,0,15,5,5,0,0,15,165,Bivalvia
683,HX177,16,ICE1,,59.565,-168.210,19940515,1994,16,0.78,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.13,Polychaeta,10.93,0.60,4.25,0.01,0.00,0.00,0.00,0.00,0.00,0.24,16.03,Polychaeta,1218,220,3023,3,0,0,0,0,0,20,4483,Crustacea
684,HX177,17,ICE2,,59.663,-168.480,19940515,1994,17,0.29,0.02,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.52,Polychaeta,4.17,0.58,2.55,0.00,0.00,0.00,0.00,0.00,0.00,0.29,7.58,Polychaeta,348,145,1578,0,0,0,0,0,0,10,2080,Crustacea
685,HX177,18,ICE3,,59.492,-168.450,19940515,1994,18,0.22,0.03,0.09,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.39,Polychaeta,3.13,1.68,1.13,0.00,0.00,0.00,0.00,0.00,0.47,0.03,6.43,Polychaeta,305,110,460,0,0,0,0,0,0,13,888,Crustacea
686,HX177,21,ICE6,,59.405,-168.748,19940515,1994,21,0.08,0.01,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.17,Polychaeta,1.18,0.23,0.94,0.00,0.00,0.00,0.00,0.00,0.05,0.32,2.72,Polychaeta,165,130,395,0,0,0,0,0,3,3,695,Crustacea
687,HX177,22,SWN2,,59.767,-167.737,19940515,1994,22,0.80,0.07,0.19,0.00,0.00,0.02,0.00,0.00,0.00,0.01,1.11,Polychaeta,11.19,4.31,2.49,0.00,0.00,2.91,0.00,0.00,0.04,0.18,21.12,Polychaeta,375,63,1238,0,0,208,0,0,3,45,1930,Crustacea
688,HX177,23,SNU2,,59.600,-167.068,19940516,1994,23,0.91,0.02,0.21,0.00,0.00,0.03,0.00,0.00,0.09,0.08,1.35,Polychaeta,10.70,0.69,2.70,0.01,0.00,4.07,0.00,0.00,1.01,1.30,20.47,Polychaeta,1128,23,1320,3,0,750,0,0,0,280,3503,Crustacea
689,HX177,24,SNU3,,59.417,-167.582,19940516,1994,24,0.70,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.08,0.03,1.04,Polychaeta,9.83,0.00,2.76,0.00,0.00,0.00,0.00,0.00,0.82,0.50,13.92,Polychaeta,243,5,1640,0,0,3,0,0,8,45,1943,Crustacea
690,HX177,25,SNU4,,59.217,-168.000,19940516,1994,25,0.05,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,16.79,16.92,Others,0.76,0.08,1.10,0.00,0.00,0.00,0.00,0.00,0.00,270.76,272.71,Others,353,40,440,0,0,0,0,0,0,35,868,Crustacea
691,HX177,26,SEN4,,59.067,-167.398,19940516,1994,26,0.10,0.21,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.37,Bivalvia,1.52,6.51,0.53,0.00,0.00,0.00,0.00,0.00,0.01,0.37,8.93,Bivalvia,215,1293,160,0,0,0,0,0,0,18,1685,Bivalvia
692,HX177,28,SEN3,,59.268,-166.953,19940516,1994,28,0.46,0.00,0.25,0.00,0.00,0.07,0.00,0.00,0.06,0.03,0.88,Polychaeta,6.52,0.14,3.02,0.00,0.00,9.04,0.00,0.00,0.63,0.54,19.90,Echinoidea,585,118,1188,0,0,1405,0,0,5,75,3375,Echinoidea
693,HX177,29,SEN2,,59.468,-166.467,19940516,1994,29,1.09,0.03,0.09,0.00,0.00,0.02,0.00,0.00,0.18,0.02,1.42,Polychaeta,13.25,1.45,1.13,0.00,0.00,2.71,0.00,0.00,1.90,0.29,20.72,Polychaeta,583,60,395,0,0,75,0,0,8,35,1155,Polychaeta
694,HX177,31,SNU1,,59.782,-166.640,19940517,1994,31,0.78,0.09,0.42,0.00,0.00,0.01,0.00,0.00,0.00,0.03,1.33,Polychaeta,10.37,5.83,5.70,0.00,0.00,0.75,0.00,0.00,0.00,0.51,23.15,Polychaeta,1273,73,733,0,0,93,0,0,0,25,2195,Polychaeta
695,HX177,31-A,NUS1,,59.868,-167.083,19940517,1994,31a,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,Polychaeta,0.50,0.14,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,Polychaeta,125,15,68,0,0,0,0,0,0,8,215,Polychaeta
696,HX177,31-B,NUS2,,59.866,-167.516,19940517,1994,31b,0.39,0.00,0.07,0.00,0.00,5.07,0.00,0.00,0.00,0.00,5.53,Echinoidea,4.29,0.01,0.93,0.00,0.00,633.29,0.00,0.00,0.00,0.00,638.53,Echinoidea,125,8,48,0,0,103,0,0,0,0,283,Polychaeta
697,HX177,32,SWN1,,59.950,-167.333,19940517,1994,32,1.27,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.01,0.15,1.67,Polychaeta,17.98,0.03,3.11,0.00,0.14,0.00,0.00,0.00,0.07,2.86,24.18,Polychaeta,450,3,358,0,5,0,0,0,0,8,823,Polychaeta
698,HX177,39,TSS1,,59.384,-174.777,19940522,1994,39,2.18,0.01,0.09,0.00,0.04,0.00,0.00,0.00,0.28,0.05,2.65,Polychaeta,31.19,0.37,1.19,0.03,2.81,0.00,0.00,0.00,3.06,4.36,43.01,Polychaeta,528,128,285,10,25,0,0,0,3,30,1008,Polychaeta
699,HX177,45,NEC9,,59.868,-174.851,19940524,1994,45,5.05,2.15,0.06,0.00,0.04,0.00,0.00,0.00,0.12,0.02,7.44,Polychaeta,73.07,60.68,0.81,0.09,3.21,0.00,0.00,0.00,1.29,1.41,140.57,Polychaeta,338,975,195,13,65,0,0,0,3,5,1593,Bivalvia
700,HX177,46,SEC9,,60.033,-175.766,19940524,1994,46,4.17,1.13,0.05,0.00,0.01,0.00,0.00,0.00,0.09,0.03,5.47,Polychaeta,60.07,31.70,0.64,0.00,0.72,0.00,0.00,0.00,0.95,0.98,95.06,Polychaeta,505,198,130,0,45,0,0,0,15,58,950,Polychaeta
701,HX177,47,SEC8,3,60.417,-175.001,19940524,1994,47,3.55,0.02,0.01,0.00,0.22,0.00,0.00,0.00,0.13,0.06,4.00,Polychaeta,50.78,0.66,0.17,0.02,15.90,0.00,0.00,0.00,1.39,2.83,71.74,Polychaeta,430,190,60,10,470,0,0,0,0,30,1190,Ophiuroidea
702,HX177,48,SIL8,,60.551,-175.885,19940525,1994,48,0.85,4.46,0.07,0.00,0.24,0.00,0.00,0.00,0.00,0.01,5.63,Bivalvia,12.79,112.26,0.97,0.00,17.16,0.00,0.00,0.00,0.00,0.15,143.32,Bivalvia,110,98,118,0,115,0,0,0,0,10,450,Crustacea
703,HX177,49,SWC7,,61.167,-175.833,19940525,1994,49,2.08,0.01,0.03,0.00,0.13,0.00,0.00,0.00,0.00,0.33,2.59,Polychaeta,29.78,0.43,0.40,0.00,9.38,0.02,0.00,0.00,0.01,5.41,45.43,Polychaeta,145,83,83,0,458,10,0,0,0,30,808,Ophiuroidea
704,HX177,50,NWC7,,61.267,-176.751,19940525,1994,50,2.28,0.13,0.03,0.00,0.19,0.00,0.00,0.00,0.12,0.00,2.75,Polychaeta,32.82,2.93,0.41,0.00,13.34,0.00,0.00,0.00,1.29,0.10,50.88,Polychaeta,335,135,130,3,785,0,0,0,0,13,1400,Ophiuroidea
705,HX177,51,NWC8,,60.784,-177.617,19940526,1994,51,0.53,0.67,0.38,0.00,0.24,0.00,0.00,0.00,0.00,0.01,1.83,Bivalvia,7.51,16.63,5.18,0.00,17.12,0.00,0.00,0.00,0.02,0.31,46.77,Ophiuroidea,120,53,110,0,245,0,0,0,3,13,543,Ophiuroidea
706,HX177,52,DLN8,,60.906,-178.416,19940526,1994,52,1.82,0.23,0.36,0.00,0.05,0.00,0.00,0.00,0.11,0.01,2.59,Polychaeta,26.85,6.35,5.05,0.00,3.37,0.00,0.00,0.00,1.20,0.54,43.36,Polychaeta,280,198,213,3,78,0,0,0,8,28,805,Polychaeta
707,HX177,53,DLN7,,61.401,-177.483,19940526,1994,53,7.42,0.22,0.01,0.00,0.42,0.00,0.00,0.00,0.00,0.00,8.06,Polychaeta,106.21,4.73,0.08,0.00,29.83,0.00,0.01,0.00,0.00,0.00,140.86,Polychaeta,185,48,20,0,58,0,0,0,0,3,313,Polychaeta
708,HX177,54,DLN6,,61.771,-176.799,19940526,1994,54,0.40,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,Polychaeta,5.60,0.71,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.44,Polychaeta,45,50,5,0,5,0,0,0,0,0,105,Bivalvia
709,HX177,55,DLN5,,62.166,-176.016,19940526,1994,55,2.42,0.10,0.03,0.00,3.98,0.00,0.00,0.00,0.11,0.06,6.69,Ophiuroidea,34.66,2.53,0.42,0.00,284.01,0.00,0.00,0.00,1.19,4.99,327.80,Ophiuroidea,98,28,23,0,1595,0,0,0,3,3,1748,Ophiuroidea
710,HX177,56,DLN4,,62.516,-175.301,19940527,1994,56,2.27,10.27,0.18,3.17,1.05,0.00,0.00,0.26,0.40,0.11,17.73,Bivalvia,32.59,283.06,2.19,70.48,75.27,0.00,0.00,18.80,4.35,4.63,491.37,Bivalvia,358,808,75,5,198,0,0,5,3,48,1498,Bivalvia
711,HX177,57,DLN3,,62.902,-174.583,19940527,1994,57,1.79,2.65,1.64,0.01,0.78,0.00,0.00,0.00,0.94,0.04,7.85,Bivalvia,23.55,76.75,20.39,0.29,55.43,0.00,0.00,0.00,10.07,0.89,187.37,Bivalvia,278,468,448,3,35,0,0,0,10,38,1278,Bivalvia
712,HX177,58,DLN2,,63.267,-173.783,19940527,1994,58,2.16,4.53,1.55,3.22,0.65,0.00,0.00,0.00,0.03,0.03,12.18,Bivalvia,29.94,124.93,19.42,71.66,46.21,0.00,0.00,0.00,0.28,1.43,293.87,Bivalvia,453,825,483,15,45,0,0,0,0,50,1870,Bivalvia
713,HX177,59,DLN1,,63.584,-173.053,19940527,1994,59,1.37,10.22,5.43,0.00,0.00,0.00,1.30,0.00,0.23,0.04,18.59,Bivalvia,19.67,374.96,76.62,0.01,0.00,0.00,21.38,0.00,2.44,0.87,495.96,Bivalvia,258,433,4655,3,0,0,3,0,5,13,5368,Crustacea
714,HX177,60,NWC2,,63.117,-173.085,19940527,1994,60,1.08,8.22,1.41,1.43,0.52,0.00,0.00,0.00,0.56,0.33,13.56,Bivalvia,17.25,238.27,16.93,31.89,37.44,0.00,0.00,0.00,6.00,6.88,354.65,Bivalvia,140,858,765,3,20,0,0,0,5,78,1868,Bivalvia
715,HX177,61,NWC3,,62.765,-173.830,19940528,1994,61,1.06,3.63,0.93,1.72,0.56,0.00,0.00,0.00,0.00,0.03,7.92,Bivalvia,17.65,112.05,11.46,38.27,39.74,0.00,0.00,0.00,0.00,0.74,219.90,Bivalvia,248,638,330,3,28,0,0,0,0,35,1280,Bivalvia
716,HX177,62,NWC4,,62.399,-174.582,19940528,1994,62,2.47,20.32,0.22,1.95,0.98,0.00,0.00,0.00,0.00,0.02,25.96,Bivalvia,36.54,1028.74,3.03,43.43,69.86,0.00,0.00,0.00,0.02,0.39,1182.01,Bivalvia,185,948,58,3,30,0,0,0,0,3,1225,Bivalvia
717,HX177,63,NWC5,,62.036,-175.250,19940528,1994,63,1.58,15.44,0.03,0.00,0.08,0.00,0.00,0.00,1.14,0.03,18.30,Bivalvia,22.62,663.37,0.39,0.00,5.97,0.00,0.00,0.00,12.30,0.66,705.32,Bivalvia,193,648,18,0,3,0,0,0,3,3,865,Bivalvia
718,HX177,64,NWC6,,61.666,-175.999,19940528,1994,64,1.16,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,1.69,Polychaeta,16.17,14.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,31.20,Polychaeta,40,40,3,0,0,0,0,0,0,13,97,Bivalvia
719,HX177,65,SWC6,,61.516,-175.133,19940529,1994,65,1.90,1.95,0.01,0.00,0.28,0.00,0.00,0.00,0.11,0.01,4.26,Bivalvia,26.93,52.61,0.17,0.00,19.71,0.00,0.00,0.00,1.23,0.26,100.90,Bivalvia,28,193,20,0,473,0,0,0,3,15,730,Ophiuroidea
720,HX177,66,SIL6,,61.366,-174.332,19940529,1994,66,3.77,5.77,0.49,0.00,2.18,0.00,0.00,0.00,0.86,0.04,13.11,Bivalvia,54.20,161.03,6.64,0.00,156.02,0.00,0.00,0.00,9.20,0.97,388.05,Bivalvia,345,335,318,0,313,0,0,0,3,15,1328,Polychaeta
721,HX177,67,SWC5,,61.881,-174.399,19940529,1994,67,0.96,11.01,0.24,0.00,0.00,0.00,0.00,0.00,0.94,0.02,13.17,Bivalvia,14.19,341.94,2.88,0.00,0.25,0.00,0.00,0.00,10.11,0.48,369.85,Bivalvia,115,513,215,0,3,0,0,0,5,8,858,Bivalvia
722,HX177,68,SWC4,,62.250,-173.763,19940529,1994,68,4.08,6.47,0.19,1.02,0.15,0.00,0.00,0.00,0.70,0.02,12.62,Bivalvia,55.36,239.87,2.66,22.72,10.81,0.00,0.00,0.00,7.53,0.53,339.49,Bivalvia,248,285,130,3,3,0,0,0,5,8,680,Bivalvia
723,HX177,69,SWC3,,62.599,-173.085,19940529,1994,69,1.12,12.08,0.31,0.00,0.59,0.00,0.00,0.00,0.00,0.02,14.12,Bivalvia,16.75,413.10,3.98,0.00,41.87,0.00,0.00,0.00,0.00,0.40,476.11,Bivalvia,173,1623,140,0,25,0,0,0,0,33,1993,Bivalvia
724,HX177,70,SWC2,,62.950,-172.333,19940530,1994,70,1.71,6.35,0.42,0.00,0.59,0.00,0.00,0.41,1.01,0.00,10.49,Bivalvia,28.16,171.35,5.31,0.00,41.90,0.00,0.00,29.44,10.84,0.09,287.08,Bivalvia,185,263,220,0,25,0,0,5,3,13,713,Bivalvia
725,HX177,71,SIL2,,62.767,-171.664,19940530,1994,71,1.60,1.40,0.04,0.00,0.00,0.00,0.00,0.00,0.30,0.00,3.34,Polychaeta,22.38,39.82,0.55,0.00,0.09,0.00,0.00,0.00,3.26,0.00,66.09,Bivalvia,233,390,88,0,0,0,0,0,3,0,713,Bivalvia
726,HX177,73,SIL3,,62.433,-172.333,19940530,1994,73,2.83,1.60,0.15,0.00,0.00,0.00,0.02,0.00,0.00,0.05,4.66,Polychaeta,36.47,45.07,2.09,0.00,0.10,0.00,0.54,0.00,0.00,1.09,85.35,Bivalvia,225,1870,275,0,23,0,3,0,0,33,2428,Bivalvia
727,HX177,74,SEC3,3,62.269,-171.584,19940530,1994,74,1.01,4.52,0.59,0.00,0.00,0.00,0.14,0.00,0.00,0.03,6.29,Bivalvia,14.03,129.19,8.44,0.00,0.05,0.00,2.37,0.00,0.00,0.46,154.54,Bivalvia,88,1030,1180,0,3,0,3,0,0,5,2308,Crustacea
728,HX177,75,SEC4,3,61.934,-172.201,19940530,1994,75,1.33,12.38,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.02,13.97,Bivalvia,21.11,374.26,3.44,0.00,0.00,0.00,0.00,0.00,0.02,0.37,399.20,Bivalvia,263,653,115,3,0,0,0,0,0,45,1078,Bivalvia
729,HX177,76,SIL4,,62.080,-172.936,19940531,1994,76,1.88,4.87,0.70,0.25,0.00,0.00,0.00,0.00,0.06,0.09,7.85,Bivalvia,26.88,129.66,10.21,5.65,0.00,0.00,0.00,0.00,0.60,1.40,174.38,Bivalvia,188,585,405,8,0,0,0,0,3,10,1198,Bivalvia
730,HX177,77,SIL5,,61.716,-173.671,19940531,1994,77,0.99,9.69,0.32,0.00,0.00,0.00,0.00,0.00,0.34,0.02,11.36,Bivalvia,15.63,470.01,4.27,0.00,0.00,0.00,0.00,0.00,3.67,0.36,493.94,Bivalvia,133,563,103,0,0,0,0,0,3,13,813,Bivalvia
731,HX177,78,SEC6,3,61.216,-173.483,19940531,1994,78,2.30,6.52,0.25,0.00,0.00,0.00,0.00,0.00,1.89,1.75,12.71,Bivalvia,33.27,216.61,3.38,0.00,0.00,0.00,0.00,0.00,20.27,28.16,301.68,Bivalvia,125,208,70,0,0,0,0,0,3,8,413,Bivalvia
732,HX177,79,SEC7,3,60.881,-174.087,19940531,1994,79,0.78,2.32,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,3.14,Bivalvia,10.86,68.78,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.23,80.31,Bivalvia,53,123,20,0,5,0,0,0,0,5,205,Bivalvia
733,HX177,80,SIL7,,61.017,-175.000,19940601,1994,80,0.19,0.52,0.01,0.00,0.32,0.00,0.00,0.00,0.00,0.00,1.04,Bivalvia,2.71,18.40,0.15,0.00,22.65,0.00,0.00,0.00,0.00,0.02,43.93,Ophiuroidea,30,133,40,0,348,0,0,0,0,5,555,Ophiuroidea
734,HX177,81,SWC8,,60.682,-176.750,19940601,1994,81,3.59,3.87,0.02,0.00,0.50,0.00,0.00,0.00,0.00,0.01,8.00,Bivalvia,51.38,99.68,0.21,0.00,36.00,0.00,0.00,0.00,0.00,0.54,187.81,Bivalvia,235,135,53,0,110,0,0,0,0,33,565,Polychaeta
735,HX177,82,SWC9,,60.267,-177.583,19940601,1994,82,2.73,1.90,0.05,0.00,0.13,0.00,0.00,0.00,0.94,0.07,5.82,Polychaeta,38.26,43.14,0.66,0.00,9.14,0.00,0.00,0.00,10.14,2.48,103.82,Bivalvia,285,180,145,0,80,0,0,0,3,70,763,Polychaeta
736,HX177,83,NWC9,,60.399,-178.417,19940602,1994,83,0.58,0.04,0.48,0.00,0.00,0.00,0.00,0.00,0.02,0.02,1.15,Polychaeta,7.52,1.46,6.77,0.00,0.02,0.00,0.00,0.00,0.24,0.41,16.42,Polychaeta,323,278,375,0,13,0,0,0,5,18,1010,Crustacea
737,HX177,85,SEC5,3,61.550,-172.900,19940603,1994,85,0.64,8.53,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.29,Bivalvia,9.39,257.00,1.53,0.00,0.03,0.00,0.00,0.00,0.00,0.25,268.19,Bivalvia,93,368,70,0,0,0,0,0,0,13,543,Bivalvia
738,HX177,91,NWC1,,63.482,-172.382,19940604,1994,91,0.89,2.03,0.28,0.00,0.03,0.00,0.63,0.00,0.00,0.00,3.86,Bivalvia,11.14,57.76,3.99,0.00,2.30,0.00,10.38,0.00,0.00,0.02,85.59,Bivalvia,100,490,318,0,8,0,23,0,0,5,943,Bivalvia
739,HX189,12,E1,,69.834,163.998,19950824,1995,12,0.62,1.17,0.82,0.03,0.00,0.00,0.00,0.00,0.00,0.00,2.64,Bivalvia,10.59,56.79,11.07,0.64,0.00,0.00,0.00,0.00,0.00,0.08,79.18,Bivalvia,80,1210,53,5,0,0,0,0,0,18,1365,Bivalvia
740,HX189,15,D2,,70.168,164.996,19950825,1995,15,0.05,0.20,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.57,Crustacea,0.74,4.65,4.11,0.00,0.00,0.00,0.00,0.00,0.00,0.29,9.78,Bivalvia,5,490,10,0,0,0,0,0,0,13,518,Bivalvia
741,HX189,17,D4,,70.500,167.000,19950825,1995,17,0.32,0.81,2.06,0.00,0.00,0.00,0.00,0.00,0.00,0.02,3.22,Crustacea,4.49,20.79,27.86,0.00,0.00,0.00,0.00,0.00,0.00,0.31,53.45,Crustacea,10,1855,20,0,0,0,0,0,0,15,1900,Bivalvia
742,HX189,18,GG1,,70.828,167.450,19950825,1995,18,0.44,4.64,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.05,5.23,Bivalvia,7.19,129.47,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.79,138.75,Bivalvia,10,948,10,0,0,0,0,0,0,20,988,Bivalvia
743,HX189,19,GG2,,71.027,167.684,19950825,1995,19,0.35,3.09,0.36,0.00,0.00,0.00,0.00,0.00,0.00,1.09,4.88,Bivalvia,5.50,78.86,4.81,0.00,0.00,0.00,0.00,0.00,0.00,18.85,108.00,Bivalvia,20,1355,18,0,0,0,0,0,0,48,1440,Bivalvia
744,HX189,2,DD3,,70.449,167.997,19950824,1995,2,0.24,0.33,4.66,0.00,0.00,0.00,0.00,0.00,0.00,0.01,5.24,Crustacea,3.64,8.87,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,75.70,Crustacea,13,1023,18,0,0,0,0,0,0,5,1058,Bivalvia
745,HX189,21,C1,,70.835,168.999,19950826,1995,21,0.52,0.36,0.11,0.02,0.00,0.00,0.00,0.00,0.00,0.00,1.02,Polychaeta,8.69,21.97,1.50,0.53,0.10,0.00,0.00,0.00,0.00,0.00,32.78,Bivalvia,38,293,8,10,0,0,0,0,0,0,348,Bivalvia
746,HX189,23,C2,,71.167,169.999,19950826,1995,23,0.32,9.94,0.33,0.02,0.03,0.00,0.00,0.00,0.00,0.00,10.64,Bivalvia,5.76,255.86,4.46,0.55,1.88,0.00,0.00,0.00,0.00,0.00,268.51,Bivalvia,33,730,20,5,45,0,0,0,0,0,833,Bivalvia
747,HX189,24,CY,,71.313,170.343,19950826,1995,24,2.42,2.31,0.72,4.99,0.01,0.00,0.00,0.00,0.23,3.74,14.42,Sipuncula,34.43,98.37,10.62,110.88,0.59,0.00,0.00,0.06,2.51,140.36,397.83,Others,370,165,85,15,15,0,0,3,0,48,700,Polychaeta
748,HX189,26,CB6,,71.000,170.819,19950826,1995,26,0.15,1.03,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.94,Bivalvia,2.12,26.46,10.30,0.00,0.15,0.00,0.00,0.00,0.00,0.05,39.09,Bivalvia,40,728,25,0,8,0,0,0,0,3,803,Bivalvia
749,HX189,28,CB4,,70.667,171.333,19950827,1995,28,0.56,2.21,0.42,0.00,0.00,0.00,1.01,0.00,0.00,0.05,4.25,Bivalvia,9.81,57.60,5.63,0.00,0.00,0.00,16.59,0.00,0.00,0.81,90.44,Bivalvia,68,1278,35,0,0,0,10,0,0,20,1410,Bivalvia
750,HX189,33,B1,,70.000,172.336,19950827,1995,33,0.00,1.48,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.55,Bivalvia,0.00,52.45,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,66.81,Bivalvia,0,90,20,0,0,0,0,0,0,10,120,Bivalvia
751,HX189,35,B3,,70.334,173.332,19950827,1995,35,1.33,14.20,0.11,0.00,0.15,0.00,0.00,0.88,0.00,0.13,16.80,Bivalvia,24.11,405.65,1.65,0.00,10.44,0.00,0.00,62.86,0.00,3.71,508.42,Bivalvia,188,678,28,0,90,0,0,25,0,45,1053,Bivalvia
752,HX189,36,B4,,70.669,173.669,19950827,1995,36,0.08,16.15,0.82,0.00,0.12,0.00,0.00,0.00,0.00,0.00,17.18,Bivalvia,1.18,422.90,11.02,0.00,8.71,0.00,0.00,0.00,0.00,0.01,443.83,Bivalvia,18,965,10,0,20,0,0,0,0,3,1015,Bivalvia
753,HX189,40,A1,,69.667,177.168,19950828,1995,40,0.07,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,Polychaeta,0.93,0.15,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,Polychaeta,50,40,10,0,0,0,0,0,0,0,100,Polychaeta
754,HX189,43,A3,,70.168,178.002,19950828,1995,43,0.82,15.29,0.06,0.00,0.28,0.00,0.00,0.26,0.00,0.14,16.85,Bivalvia,11.53,435.39,0.88,0.00,20.08,0.00,0.00,18.86,0.00,3.17,489.91,Bivalvia,88,523,43,0,113,0,0,8,0,15,788,Bivalvia
755,HX189,45,A4,,70.499,178.496,19950828,1995,45,1.94,4.00,0.13,2.52,0.01,0.00,0.68,0.00,0.00,0.06,9.32,Bivalvia,28.38,154.05,1.76,55.89,0.64,0.00,12.43,0.00,0.00,0.96,254.10,Bivalvia,273,265,48,5,5,0,33,0,0,20,648,Polychaeta
